Response_ID,Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
34983,07_2022,IA,160001,177,28
34984,07_2022,IA,160005,338,32
34985,07_2022,IA,160008,45,20
34986,07_2022,IA,160013,153,22
34987,07_2022,IA,160016,497,23
34988,07_2022,IA,160028,471,21
34989,07_2022,IA,160029,609,31
34990,07_2022,IA,160030,598,30
34991,07_2022,IA,160032,115,24
34992,07_2022,IA,160033,2112,27
34993,07_2022,IA,16003F,507,35
34994,07_2022,IA,160040,153,38
34995,07_2022,IA,160045,413,26
34996,07_2022,IA,160047,426,20
34997,07_2022,IA,16004F,505,41
34998,07_2022,IA,160057,522,28
34999,07_2022,IA,160058,2678,27
35000,07_2022,IA,160064,1039,31
35001,07_2022,IA,160067,430,23
35002,07_2022,IA,160069,655,41
35003,07_2022,IA,160079,1274,29
35004,07_2022,IA,160080,486,25
35005,07_2022,IA,160082,3188,27
35006,07_2022,IA,160083,864,25
35007,07_2022,IA,160089,341,23
35008,07_2022,IA,160101,203,14
35009,07_2022,IA,160104,456,22
35010,07_2022,IA,160110,455,26
35011,07_2022,IA,160112,376,35
35012,07_2022,IA,160117,382,29
35013,07_2022,IA,160124,329,37
35014,07_2022,IA,160146,431,19
35015,07_2022,IA,160147,267,27
35016,07_2022,IA,160153,1204,25
35017,07_2022,IA,161300,Not Available,Not Available
35018,07_2022,IA,161301,138,27
35019,07_2022,IA,161302,372,34
35020,07_2022,IA,161303,55,44
35021,07_2022,IA,161304,25,34
35022,07_2022,IA,161305,Not Available,Not Available
35023,07_2022,IA,161306,114,37
35024,07_2022,IA,161307,84,42
35025,07_2022,IA,161308,Not Available,Not Available
35026,07_2022,IA,161309,34,30
35027,07_2022,IA,161310,30,33
35028,07_2022,IA,161311,Not Available,Not Available
35029,07_2022,IA,161312,44,33
35030,07_2022,IA,161313,Not Available,Not Available
35031,07_2022,IA,161314,57,31
35032,07_2022,IA,161315,Not Available,Not Available
35033,07_2022,IA,161316,82,37
35034,07_2022,IA,161317,79,33
35035,07_2022,IA,161318,Not Available,Not Available
35036,07_2022,IA,161319,40,48
35037,07_2022,IA,161320,Not Available,Not Available
35038,07_2022,IA,161321,Not Available,Not Available
35039,07_2022,IA,161322,49,45
35040,07_2022,IA,161323,54,35
35041,07_2022,IA,161324,Not Available,Not Available
35042,07_2022,IA,161325,Not Available,Not Available
35043,07_2022,IA,161326,54,41
35044,07_2022,IA,161327,29,33
35045,07_2022,IA,161328,68,26
35046,07_2022,IA,161329,34,50
35047,07_2022,IA,161330,Not Available,Not Available
35048,07_2022,IA,161331,30,45
35049,07_2022,IA,161332,Not Available,Not Available
35050,07_2022,IA,161333,Not Available,Not Available
35051,07_2022,IA,161334,62,34
35052,07_2022,IA,161335,63,39
35053,07_2022,IA,161336,32,40
35054,07_2022,IA,161337,42,34
35055,07_2022,IA,161338,Not Available,Not Available
35056,07_2022,IA,161339,221,32
35057,07_2022,IA,161340,47,40
35058,07_2022,IA,161341,38,29
35059,07_2022,IA,161342,Not Available,Not Available
35060,07_2022,IA,161343,164,27
35061,07_2022,IA,161344,96,35
35062,07_2022,IA,161345,42,41
35063,07_2022,IA,161346,129,28
35064,07_2022,IA,161347,Not Available,Not Available
35065,07_2022,IA,161348,93,28
35066,07_2022,IA,161349,65,34
35067,07_2022,IA,161350,88,28
35068,07_2022,IA,161351,63,34
35069,07_2022,IA,161352,92,31
35070,07_2022,IA,161353,143,30
35071,07_2022,IA,161354,40,37
35072,07_2022,IA,161355,72,36
35073,07_2022,IA,161356,61,28
35074,07_2022,IA,161357,103,37
35075,07_2022,IA,161358,99,30
35076,07_2022,IA,161359,134,34
35077,07_2022,IA,161360,243,40
35078,07_2022,IA,161361,96,31
35079,07_2022,IA,161362,129,33
35080,07_2022,IA,161363,120,34
35081,07_2022,IA,161364,160,29
35082,07_2022,IA,161365,216,32
35083,07_2022,IA,161366,60,22
35084,07_2022,IA,161367,289,27
35085,07_2022,IA,161368,154,33
35086,07_2022,IA,161369,136,31
35087,07_2022,IA,161370,52,43
35088,07_2022,IA,161371,247,37
35089,07_2022,IA,161372,92,21
35090,07_2022,IA,161373,55,44
35091,07_2022,IA,161374,37,8
35092,07_2022,IA,161375,198,27
35093,07_2022,IA,161376,174,30
35094,07_2022,IA,161377,85,40
35095,07_2022,IA,161378,Not Available,Not Available
35096,07_2022,IA,161379,153,30
35097,07_2022,IA,161380,40,28
35098,07_2022,IA,161381,85,25
35099,07_2022,KS,170006,495,33
35100,07_2022,KS,170009,224,29
35101,07_2022,KS,170012,325,28
35102,07_2022,KS,170013,849,30
35103,07_2022,KS,170014,206,25
35104,07_2022,KS,170016,911,27
35105,07_2022,KS,170017,149,20
35106,07_2022,KS,170020,439,32
35107,07_2022,KS,170023,307,17
35108,07_2022,KS,170027,167,18
35109,07_2022,KS,17002F,280,31
35110,07_2022,KS,170040,2458,21
35111,07_2022,KS,170049,1242,23
35112,07_2022,KS,17005F,320,30
35113,07_2022,KS,170068,270,16
35114,07_2022,KS,17006F,Not Available,Not Available
35115,07_2022,KS,170074,122,18
35116,07_2022,KS,170075,73,53
35117,07_2022,KS,170086,667,25
35118,07_2022,KS,17008F,493,37
35119,07_2022,KS,170103,388,32
35120,07_2022,KS,170104,1901,23
35121,07_2022,KS,170105,154,28
35122,07_2022,KS,170109,95,27
35123,07_2022,KS,170110,29,20
35124,07_2022,KS,170120,157,16
35125,07_2022,KS,170122,3560,29
35126,07_2022,KS,170123,1021,25
35127,07_2022,KS,170137,647,22
35128,07_2022,KS,170142,682,33
35129,07_2022,KS,170145,161,18
35130,07_2022,KS,170146,476,36
35131,07_2022,KS,170150,96,24
35132,07_2022,KS,170166,30,25
35133,07_2022,KS,170175,216,17
35134,07_2022,KS,170176,455,22
35135,07_2022,KS,170182,480,27
35136,07_2022,KS,170183,1239,65
35137,07_2022,KS,170185,1280,28
35138,07_2022,KS,170186,633,45
35139,07_2022,KS,170187,401,64
35140,07_2022,KS,170188,563,61
35141,07_2022,KS,170190,342,50
35142,07_2022,KS,170191,226,24
35143,07_2022,KS,170194,41,16
35144,07_2022,KS,170196,315,25
35145,07_2022,KS,170197,352,39
35146,07_2022,KS,170198,66,24
35147,07_2022,KS,170199,38,31
35148,07_2022,KS,170200,351,30
35149,07_2022,KS,170203,244,47
35150,07_2022,KS,170204,284,36
35151,07_2022,KS,171300,Not Available,Not Available
35152,07_2022,KS,171301,Not Available,Not Available
35153,07_2022,KS,171303,Not Available,Not Available
35154,07_2022,KS,171304,Not Available,Not Available
35155,07_2022,KS,171306,Not Available,Not Available
35156,07_2022,KS,171307,27,46
35157,07_2022,KS,171308,29,43
35158,07_2022,KS,171309,Not Available,Not Available
35159,07_2022,KS,171310,35,22
35160,07_2022,KS,171311,29,15
35161,07_2022,KS,171312,Not Available,Not Available
35162,07_2022,KS,171313,86,18
35163,07_2022,KS,171314,Not Available,Not Available
35164,07_2022,KS,171315,111,50
35165,07_2022,KS,171316,28,31
35166,07_2022,KS,171317,Not Available,Not Available
35167,07_2022,KS,171318,Not Available,Not Available
35168,07_2022,KS,171319,81,40
35169,07_2022,KS,171321,49,35
35170,07_2022,KS,171322,Not Available,Not Available
35171,07_2022,KS,171323,Not Available,Not Available
35172,07_2022,KS,171324,Not Available,Not Available
35173,07_2022,KS,171325,39,25
35174,07_2022,KS,171326,47,33
35175,07_2022,KS,171327,75,36
35176,07_2022,KS,171328,Not Available,Not Available
35177,07_2022,KS,171329,Not Available,Not Available
35178,07_2022,KS,171330,29,13
35179,07_2022,KS,171331,30,43
35180,07_2022,KS,171332,Not Available,Not Available
35181,07_2022,KS,171333,69,20
35182,07_2022,KS,171334,Not Available,Not Available
35183,07_2022,KS,171335,33,29
35184,07_2022,KS,171336,29,48
35185,07_2022,KS,171337,44,34
35186,07_2022,KS,171338,65,43
35187,07_2022,KS,171339,107,31
35188,07_2022,KS,171340,28,24
35189,07_2022,KS,171341,78,22
35190,07_2022,KS,171342,Not Available,Not Available
35191,07_2022,KS,171343,Not Available,Not Available
35192,07_2022,KS,171344,32,27
35193,07_2022,KS,171345,28,24
35194,07_2022,KS,171346,40,29
35195,07_2022,KS,171347,32,34
35196,07_2022,KS,171348,Not Available,Not Available
35197,07_2022,KS,171349,46,30
35198,07_2022,KS,171350,Not Available,Not Available
35199,07_2022,KS,171351,Not Available,Not Available
35200,07_2022,KS,171352,33,40
35201,07_2022,KS,171353,Not Available,Not Available
35202,07_2022,KS,171354,48,17
35203,07_2022,KS,171355,Not Available,Not Available
35204,07_2022,KS,171356,Not Available,Not Available
35205,07_2022,KS,171357,Not Available,Not Available
35206,07_2022,KS,171358,40,34
35207,07_2022,KS,171359,Not Available,Not Available
35208,07_2022,KS,171360,Not Available,Not Available
35209,07_2022,KS,171361,66,17
35210,07_2022,KS,171362,144,25
35211,07_2022,KS,171363,149,35
35212,07_2022,KS,171364,50,48
35213,07_2022,KS,171365,Not Available,Not Available
35214,07_2022,KS,171367,43,30
35215,07_2022,KS,171368,27,17
35216,07_2022,KS,171369,42,37
35217,07_2022,KS,171370,52,29
35218,07_2022,KS,171371,134,31
35219,07_2022,KS,171372,56,20
35220,07_2022,KS,171373,49,28
35221,07_2022,KS,171374,64,37
35222,07_2022,KS,171375,164,41
35223,07_2022,KS,171376,42,21
35224,07_2022,KS,171377,113,42
35225,07_2022,KS,171378,74,31
35226,07_2022,KS,171379,36,28
35227,07_2022,KS,171380,291,23
35228,07_2022,KS,171381,67,28
35229,07_2022,KS,171382,200,27
35230,07_2022,KS,171383,165,19
35231,07_2022,KS,171384,224,25
35232,07_2022,KS,171385,110,31
35233,07_2022,KS,173300,Not Available,Not Available
35234,07_2022,KY,180001,594,26
35235,07_2022,KY,180002,530,25
35236,07_2022,KY,180004,141,19
35237,07_2022,KY,180005,536,24
35238,07_2022,KY,180009,514,17
35239,07_2022,KY,180010,868,25
35240,07_2022,KY,180011,589,13
35241,07_2022,KY,180012,981,21
35242,07_2022,KY,180013,844,16
35243,07_2022,KY,180016,55,15
35244,07_2022,KY,180017,369,16
35245,07_2022,KY,180018,395,17
35246,07_2022,KY,180019,298,18
35247,07_2022,KY,180020,170,22
35248,07_2022,KY,180024,189,21
35249,07_2022,KY,180025,285,20
35250,07_2022,KY,180027,366,18
35251,07_2022,KY,180029,636,24
35252,07_2022,KY,180035,1573,24
35253,07_2022,KY,180036,Not Available,Not Available
35254,07_2022,KY,180038,1313,26
35255,07_2022,KY,18003F,762,31
35256,07_2022,KY,180040,1998,16
35257,07_2022,KY,180043,129,11
35258,07_2022,KY,180044,870,15
35259,07_2022,KY,180045,522,23
35260,07_2022,KY,180046,101,23
35261,07_2022,KY,180048,420,24
35262,07_2022,KY,180049,404,17
35263,07_2022,KY,180050,306,20
35264,07_2022,KY,180051,420,16
35265,07_2022,KY,180056,390,15
35266,07_2022,KY,180064,162,14
35267,07_2022,KY,180066,83,20
35268,07_2022,KY,180067,1134,17
35269,07_2022,KY,180069,240,19
35270,07_2022,KY,18006F,472,37
35271,07_2022,KY,180070,248,17
35272,07_2022,KY,180078,117,11
35273,07_2022,KY,180079,193,22
35274,07_2022,KY,18007F,436,41
35275,07_2022,KY,180080,678,14
35276,07_2022,KY,180087,296,23
35277,07_2022,KY,180088,1292,20
35278,07_2022,KY,180092,488,18
35279,07_2022,KY,180093,396,17
35280,07_2022,KY,180095,51,24
35281,07_2022,KY,180101,266,17
35282,07_2022,KY,180102,740,24
35283,07_2022,KY,180103,2152,24
35284,07_2022,KY,180104,835,24
35285,07_2022,KY,180105,162,21
35286,07_2022,KY,180106,45,26
35287,07_2022,KY,180115,129,17
35288,07_2022,KY,180116,528,19
35289,07_2022,KY,180124,343,23
35290,07_2022,KY,180127,400,19
35291,07_2022,KY,180128,122,12
35292,07_2022,KY,180130,2065,25
35293,07_2022,KY,180132,812,17
35294,07_2022,KY,180138,220,22
35295,07_2022,KY,180139,131,12
35296,07_2022,KY,180141,1644,15
35297,07_2022,KY,180143,602,15
35298,07_2022,KY,180149,45,27
35299,07_2022,KY,180154,59,15
35300,07_2022,KY,181301,98,18
35301,07_2022,KY,181302,32,22
35302,07_2022,KY,181304,Not Available,Not Available
35303,07_2022,KY,181305,100,32
35304,07_2022,KY,181306,35,21
35305,07_2022,KY,181307,51,35
35306,07_2022,KY,181308,76,29
35307,07_2022,KY,181309,71,33
35308,07_2022,KY,181310,31,16
35309,07_2022,KY,181311,Not Available,Not Available
35310,07_2022,KY,181314,Not Available,Not Available
35311,07_2022,KY,181315,83,18
35312,07_2022,KY,181316,45,22
35313,07_2022,KY,181317,56,25
35314,07_2022,KY,181318,71,21
35315,07_2022,KY,181319,61,19
35316,07_2022,KY,181320,70,25
35317,07_2022,KY,181321,26,11
35318,07_2022,KY,181322,27,29
35319,07_2022,KY,181323,110,22
35320,07_2022,KY,181324,71,23
35321,07_2022,KY,181325,Not Available,Not Available
35322,07_2022,KY,181327,91,26
35323,07_2022,KY,181328,81,18
35324,07_2022,KY,181329,111,20
35325,07_2022,KY,181330,66,24
35326,07_2022,KY,181331,66,28
35327,07_2022,KY,181332,Not Available,Not Available
35328,07_2022,LA,190002,585,18
35329,07_2022,LA,190004,292,19
35330,07_2022,LA,190005,1050,24
35331,07_2022,LA,190006,194,11
35332,07_2022,LA,190007,201,13
35333,07_2022,LA,190008,614,17
35334,07_2022,LA,190011,273,10
35335,07_2022,LA,190013,316,18
35336,07_2022,LA,190014,184,17
35337,07_2022,LA,190015,1103,14
35338,07_2022,LA,190017,464,14
35339,07_2022,LA,190019,395,21
35340,07_2022,LA,190020,300,16
35341,07_2022,LA,190025,88,19
35342,07_2022,LA,190026,471,15
35343,07_2022,LA,190027,280,18
35344,07_2022,LA,190034,159,15
35345,07_2022,LA,190036,804,14
35346,07_2022,LA,190039,1336,26
35347,07_2022,LA,190040,1068,18
35348,07_2022,LA,190041,380,22
35349,07_2022,LA,190044,234,21
35350,07_2022,LA,190045,981,19
35351,07_2022,LA,190046,1272,24
35352,07_2022,LA,190050,197,16
35353,07_2022,LA,190053,309,17
35354,07_2022,LA,190054,339,16
35355,07_2022,LA,190060,535,15
35356,07_2022,LA,190064,3383,17
35357,07_2022,LA,190065,2043,20
35358,07_2022,LA,190079,98,15
35359,07_2022,LA,190081,96,26
35360,07_2022,LA,190086,385,15
35361,07_2022,LA,190088,85,18
35362,07_2022,LA,190090,47,10
35363,07_2022,LA,190098,500,14
35364,07_2022,LA,190099,83,18
35365,07_2022,LA,190102,2292,19
35366,07_2022,LA,190106,28,9
35367,07_2022,LA,190111,2409,33
35368,07_2022,LA,190114,128,23
35369,07_2022,LA,190116,84,12
35370,07_2022,LA,190118,49,22
35371,07_2022,LA,190125,1491,20
35372,07_2022,LA,190128,446,10
35373,07_2022,LA,190133,36,17
35374,07_2022,LA,190140,130,16
35375,07_2022,LA,190144,269,17
35376,07_2022,LA,190145,25,12
35377,07_2022,LA,190146,689,28
35378,07_2022,LA,190151,89,20
35379,07_2022,LA,190160,787,17
35380,07_2022,LA,190164,248,15
35381,07_2022,LA,190167,133,18
35382,07_2022,LA,190176,1069,13
35383,07_2022,LA,190183,175,15
35384,07_2022,LA,190184,116,43
35385,07_2022,LA,190190,77,25
35386,07_2022,LA,190201,164,11
35387,07_2022,LA,190202,202,12
35388,07_2022,LA,190204,262,19
35389,07_2022,LA,190208,37,24
35390,07_2022,LA,190218,47,15
35391,07_2022,LA,190241,94,40
35392,07_2022,LA,190245,Not Available,Not Available
35393,07_2022,LA,190251,184,45
35394,07_2022,LA,190255,130,39
35395,07_2022,LA,190256,68,25
35396,07_2022,LA,190259,228,35
35397,07_2022,LA,190266,518,40
35398,07_2022,LA,190267,334,42
35399,07_2022,LA,190270,171,19
35400,07_2022,LA,190274,224,13
35401,07_2022,LA,190278,327,45
35402,07_2022,LA,190298,273,52
35403,07_2022,LA,190300,Not Available,Not Available
35404,07_2022,LA,190302,Not Available,Not Available
35405,07_2022,LA,190303,170,31
35406,07_2022,LA,190307,Not Available,Not Available
35407,07_2022,LA,190308,192,15
35408,07_2022,LA,190312,185,14
35409,07_2022,LA,190313,204,25
35410,07_2022,LA,190314,Not Available,Not Available
35411,07_2022,LA,190315,Not Available,Not Available
35412,07_2022,LA,190316,Not Available,Not Available
35413,07_2022,LA,190317,134,6
35414,07_2022,LA,190318,141,11
35415,07_2022,LA,19043F,72,29
35416,07_2022,LA,19047F,467,26
35417,07_2022,LA,19048F,471,29
35418,07_2022,LA,19050F,154,32
35419,07_2022,LA,191300,Not Available,Not Available
35420,07_2022,LA,191301,39,20
35421,07_2022,LA,191302,81,23
35422,07_2022,LA,191303,Not Available,Not Available
35423,07_2022,LA,191304,116,31
35424,07_2022,LA,191305,39,15
35425,07_2022,LA,191306,Not Available,Not Available
35426,07_2022,LA,191307,Not Available,Not Available
35427,07_2022,LA,191308,Not Available,Not Available
35428,07_2022,LA,191309,Not Available,Not Available
35429,07_2022,LA,191310,52,16
35430,07_2022,LA,191311,33,24
35431,07_2022,LA,191312,Not Available,Not Available
35432,07_2022,LA,191313,46,18
35433,07_2022,LA,191314,Not Available,Not Available
35434,07_2022,LA,191315,58,12
35435,07_2022,LA,191316,Not Available,Not Available
35436,07_2022,LA,191317,114,22
35437,07_2022,LA,191318,Not Available,Not Available
35438,07_2022,LA,191319,Not Available,Not Available
35439,07_2022,LA,191320,Not Available,Not Available
35440,07_2022,LA,191321,112,33
35441,07_2022,LA,191322,69,26
35442,07_2022,LA,191323,46,16
35443,07_2022,LA,191324,124,14
35444,07_2022,LA,191325,55,19
35445,07_2022,LA,191326,Not Available,Not Available
35446,07_2022,LA,193300,Not Available,Not Available
35447,07_2022,LA,193301,Not Available,Not Available
35448,07_2022,ME,200001,610,29
35449,07_2022,ME,200008,322,26
35450,07_2022,ME,200009,537,31
35451,07_2022,ME,200018,209,18
35452,07_2022,ME,200019,1075,24
35453,07_2022,ME,200020,639,31
35454,07_2022,ME,200021,542,28
35455,07_2022,ME,200024,479,24
35456,07_2022,ME,200031,226,24
35457,07_2022,ME,200033,1733,24
35458,07_2022,ME,200034,288,19
35459,07_2022,ME,200037,271,24
35460,07_2022,ME,200039,841,26
35461,07_2022,ME,20003F,428,42
35462,07_2022,ME,200041,134,18
35463,07_2022,ME,200050,297,21
35464,07_2022,ME,200052,186,32
35465,07_2022,ME,200063,410,29
35466,07_2022,ME,201300,71,28
35467,07_2022,ME,201301,Not Available,Not Available
35468,07_2022,ME,201302,198,28
35469,07_2022,ME,201303,51,27
35470,07_2022,ME,201304,139,25
35471,07_2022,ME,201305,40,24
35472,07_2022,ME,201306,79,20
35473,07_2022,ME,201307,88,30
35474,07_2022,ME,201308,80,23
35475,07_2022,ME,201309,165,23
35476,07_2022,ME,201310,106,23
35477,07_2022,ME,201311,135,27
35478,07_2022,ME,201312,167,25
35479,07_2022,ME,201313,126,22
35480,07_2022,ME,201314,176,21
35481,07_2022,ME,201315,212,25
35482,07_2022,MD,210001,567,18
35483,07_2022,MD,210002,809,15
35484,07_2022,MD,210003,697,9
35485,07_2022,MD,210004,4461,25
35486,07_2022,MD,210005,1162,24
35487,07_2022,MD,210006,360,18
35488,07_2022,MD,210008,547,18
35489,07_2022,MD,210009,2521,19
35490,07_2022,MD,210011,1530,31
35491,07_2022,MD,210012,583,14
35492,07_2022,MD,210013,Not Available,Not Available
35493,07_2022,MD,210015,1813,17
35494,07_2022,MD,210016,1099,14
35495,07_2022,MD,210017,265,27
35496,07_2022,MD,210018,435,16
35497,07_2022,MD,210019,1030,22
35498,07_2022,MD,210022,1579,24
35499,07_2022,MD,210023,1206,21
35500,07_2022,MD,210024,1441,21
35501,07_2022,MD,210027,1933,24
35502,07_2022,MD,210028,725,16
35503,07_2022,MD,210029,894,16
35504,07_2022,MD,210030,75,28
35505,07_2022,MD,210032,356,16
35506,07_2022,MD,210033,773,14
35507,07_2022,MD,210034,685,16
35508,07_2022,MD,210035,474,17
35509,07_2022,MD,210037,474,23
35510,07_2022,MD,210038,121,7
35511,07_2022,MD,210039,474,18
35512,07_2022,MD,210040,458,12
35513,07_2022,MD,210043,738,19
35514,07_2022,MD,210044,388,17
35515,07_2022,MD,210048,1404,18
35516,07_2022,MD,210049,617,23
35517,07_2022,MD,210051,415,12
35518,07_2022,MD,210056,824,17
35519,07_2022,MD,210057,1379,15
35520,07_2022,MD,210058,Not Available,Not Available
35521,07_2022,MD,210060,184,14
35522,07_2022,MD,210061,467,27
35523,07_2022,MD,210062,1231,19
35524,07_2022,MD,210063,1296,25
35525,07_2022,MD,210064,38,12
35526,07_2022,MD,210065,907,22
35527,07_2022,MD,21007F,2662,40
35528,07_2022,MD,21010F,Not Available,Not Available
35529,07_2022,MD,21020F,463,25
35530,07_2022,MD,213300,Not Available,Not Available
35531,07_2022,MD,213301,Not Available,Not Available
35532,07_2022,MA,220001,510,21
35533,07_2022,MA,220002,1876,25
35534,07_2022,MA,220008,440,23
35535,07_2022,MA,220010,576,17
35536,07_2022,MA,220011,565,13
35537,07_2022,MA,220012,2903,28
35538,07_2022,MA,220015,765,33
35539,07_2022,MA,220016,509,24
35540,07_2022,MA,220017,251,13
35541,07_2022,MA,220019,583,26
35542,07_2022,MA,22001F,Not Available,Not Available
35543,07_2022,MA,220020,764,25
35544,07_2022,MA,220024,510,21
35545,07_2022,MA,220029,855,29
35546,07_2022,MA,220030,580,26
35547,07_2022,MA,220031,1525,13
35548,07_2022,MA,220033,1040,23
35549,07_2022,MA,220035,610,24
35550,07_2022,MA,220036,1042,22
35551,07_2022,MA,220046,686,23
35552,07_2022,MA,220049,455,25
35553,07_2022,MA,220052,576,16
35554,07_2022,MA,220060,889,25
35555,07_2022,MA,220062,Not Available,Not Available
35556,07_2022,MA,220063,1213,20
35557,07_2022,MA,220065,442,26
35558,07_2022,MA,220066,1320,22
35559,07_2022,MA,220070,1054,21
35560,07_2022,MA,220071,654,26
35561,07_2022,MA,220073,598,20
35562,07_2022,MA,220074,1582,27
35563,07_2022,MA,220075,319,33
35564,07_2022,MA,220077,2535,23
35565,07_2022,MA,220080,679,17
35566,07_2022,MA,220083,658,27
35567,07_2022,MA,220084,768,29
35568,07_2022,MA,220086,4553,21
35569,07_2022,MA,220088,539,48
35570,07_2022,MA,220090,553,25
35571,07_2022,MA,220095,396,23
35572,07_2022,MA,220098,265,24
35573,07_2022,MA,22009F,Not Available,Not Available
35574,07_2022,MA,220100,636,22
35575,07_2022,MA,220101,681,29
35576,07_2022,MA,220105,926,24
35577,07_2022,MA,220108,567,26
35578,07_2022,MA,22010F,486,38
35579,07_2022,MA,220110,955,25
35580,07_2022,MA,220111,787,20
35581,07_2022,MA,220116,516,22
35582,07_2022,MA,220119,588,21
35583,07_2022,MA,220126,Not Available,Not Available
35584,07_2022,MA,220135,890,26
35585,07_2022,MA,220163,870,21
35586,07_2022,MA,220171,2050,27
35587,07_2022,MA,220175,962,20
35588,07_2022,MA,220176,1438,21
35589,07_2022,MA,220177,87,22
35590,07_2022,MA,221300,193,26
35591,07_2022,MA,221302,218,33
35592,07_2022,MA,221303,61,29
35593,07_2022,MA,223300,Not Available,Not Available
35594,07_2022,MA,223302,Not Available,Not Available
35595,07_2022,MA,223303,Not Available,Not Available
35596,07_2022,MA,223304,Not Available,Not Available
35597,07_2022,MI,230002,2041,26
35598,07_2022,MI,230003,452,24
35599,07_2022,MI,230005,627,28
35600,07_2022,MI,230013,46,23
35601,07_2022,MI,230015,220,24
35602,07_2022,MI,230017,771,25
35603,07_2022,MI,230019,2224,30
35604,07_2022,MI,230020,1485,16
35605,07_2022,MI,230021,947,23
35606,07_2022,MI,230022,216,22
35607,07_2022,MI,230024,445,7
35608,07_2022,MI,230029,2060,23
35609,07_2022,MI,230030,486,37
35610,07_2022,MI,230031,504,27
35611,07_2022,MI,230035,462,22
35612,07_2022,MI,230036,579,26
35613,07_2022,MI,230037,270,22
35614,07_2022,MI,230038,1524,24
35615,07_2022,MI,230041,542,30
35616,07_2022,MI,230046,1253,26
35617,07_2022,MI,230047,1056,26
35618,07_2022,MI,230053,833,15
35619,07_2022,MI,230054,1501,35
35620,07_2022,MI,230055,438,34
35621,07_2022,MI,230058,463,28
35622,07_2022,MI,230059,1970,24
35623,07_2022,MI,23005F,159,47
35624,07_2022,MI,230066,2349,25
35625,07_2022,MI,230069,552,28
35626,07_2022,MI,230070,602,27
35627,07_2022,MI,230071,Not Available,Not Available
35628,07_2022,MI,230072,356,28
35629,07_2022,MI,230075,460,19
35630,07_2022,MI,230077,1107,30
35631,07_2022,MI,230078,41,46
35632,07_2022,MI,230080,424,28
35633,07_2022,MI,230081,452,29
35634,07_2022,MI,230085,65,22
35635,07_2022,MI,230089,2611,21
35636,07_2022,MI,230092,1521,20
35637,07_2022,MI,230093,347,20
35638,07_2022,MI,230095,384,36
35639,07_2022,MI,230096,89,25
35640,07_2022,MI,230097,298,32
35641,07_2022,MI,230099,550,22
35642,07_2022,MI,23009F,Not Available,Not Available
35643,07_2022,MI,230100,279,31
35644,07_2022,MI,230104,511,8
35645,07_2022,MI,230105,1112,31
35646,07_2022,MI,230108,259,35
35647,07_2022,MI,230110,363,24
35648,07_2022,MI,230117,1147,29
35649,07_2022,MI,23011F,386,43
35650,07_2022,MI,230121,690,29
35651,07_2022,MI,23012F,25,20
35652,07_2022,MI,230130,3539,24
35653,07_2022,MI,230132,1250,14
35654,07_2022,MI,230133,341,25
35655,07_2022,MI,230141,553,27
35656,07_2022,MI,230142,649,14
35657,07_2022,MI,230144,155,27
35658,07_2022,MI,230146,531,18
35659,07_2022,MI,230151,899,18
35660,07_2022,MI,230156,1831,27
35661,07_2022,MI,230165,1828,28
35662,07_2022,MI,230167,433,24
35663,07_2022,MI,230174,173,29
35664,07_2022,MI,230176,2411,23
35665,07_2022,MI,230180,203,40
35666,07_2022,MI,230193,478,29
35667,07_2022,MI,230195,2020,27
35668,07_2022,MI,230197,1311,29
35669,07_2022,MI,230207,418,14
35670,07_2022,MI,230208,137,35
35671,07_2022,MI,230216,626,26
35672,07_2022,MI,230217,396,21
35673,07_2022,MI,230222,893,40
35674,07_2022,MI,230227,591,21
35675,07_2022,MI,230230,1697,27
35676,07_2022,MI,230236,1007,19
35677,07_2022,MI,230239,432,25
35678,07_2022,MI,230241,220,28
35679,07_2022,MI,230244,592,24
35680,07_2022,MI,230254,1159,28
35681,07_2022,MI,230259,640,34
35682,07_2022,MI,230264,36,21
35683,07_2022,MI,230269,2620,28
35684,07_2022,MI,230270,994,16
35685,07_2022,MI,230273,428,8
35686,07_2022,MI,230275,Not Available,Not Available
35687,07_2022,MI,230277,1228,26
35688,07_2022,MI,230279,Not Available,Not Available
35689,07_2022,MI,230297,435,22
35690,07_2022,MI,230301,96,42
35691,07_2022,MI,230302,562,23
35692,07_2022,MI,230303,213,31
35693,07_2022,MI,23037F,471,29
35694,07_2022,MI,231300,Not Available,Not Available
35695,07_2022,MI,231301,Not Available,Not Available
35696,07_2022,MI,231303,78,31
35697,07_2022,MI,231304,95,38
35698,07_2022,MI,231305,105,29
35699,07_2022,MI,231306,42,37
35700,07_2022,MI,231307,60,28
35701,07_2022,MI,231308,29,41
35702,07_2022,MI,231309,Not Available,Not Available
35703,07_2022,MI,231310,116,41
35704,07_2022,MI,231311,Not Available,Not Available
35705,07_2022,MI,231312,Not Available,Not Available
35706,07_2022,MI,231313,35,51
35707,07_2022,MI,231314,Not Available,Not Available
35708,07_2022,MI,231315,71,27
35709,07_2022,MI,231316,63,45
35710,07_2022,MI,231317,Not Available,Not Available
35711,07_2022,MI,231318,43,29
35712,07_2022,MI,231319,103,22
35713,07_2022,MI,231320,70,26
35714,07_2022,MI,231321,227,30
35715,07_2022,MI,231322,394,33
35716,07_2022,MI,231323,Not Available,Not Available
35717,07_2022,MI,231324,133,32
