License_ID,State,Latitude
License_3413,Southland (1),-1301.305262
License_3414,Taranaki (1),-1301.675242
License_3415,Auckland (7),-1302.045222
License_3416,Bay Of Plenty (2),-1302.415203
License_3417,Auckland (7),-1302.785183
License_3418,Bay Of Plenty (2),-1303.155163
License_3419,Canterbury (4),-1303.525143
License_3420,Gisborne (3),-1303.895124
License_3421,Manawatu Wanganui (6),-1304.265104
License_3422,Marlborough (1),-1304.635084
License_3423,Nelson (1),-1305.005064
License_3424,Northland (1),-1305.375045
License_3425,Otago (3),-1305.745025
License_3426,Southland (1),-1306.115005
License_3427,Taranaki (1),-1306.484985
License_3428,Auckland (7),-1306.854966
License_3429,Bay Of Plenty (2),-1307.224946
License_3430,Auckland (7),-1307.594926
License_3431,Bay Of Plenty (2),-1307.964906
License_3432,Canterbury (4),-1308.334886
License_3433,Gisborne (3),-1308.704867
License_3434,Manawatu Wanganui (6),-1309.074847
License_3435,Marlborough (1),-1309.444827
License_3436,Nelson (1),-1309.814807
License_3437,Northland (1),-1310.184788
License_3438,Otago (3),-1310.554768
License_3439,Southland (1),-1310.924748
License_3440,Taranaki (1),-1311.294728
License_3441,Auckland (7),-1311.664709
License_3442,Bay Of Plenty (2),-1312.034689
License_3443,Auckland (7),-1312.404669
License_3444,Bay Of Plenty (2),-1312.774649
License_3445,Canterbury (4),-1313.14463
License_3446,Gisborne (3),-1313.51461
License_3447,Manawatu Wanganui (6),-1313.88459
License_3448,Marlborough (1),-1314.25457
License_3449,Nelson (1),-1314.624551
License_3450,Northland (1),-1314.994531
License_3451,Auckland (7),-1315.364511
License_3452,Bay Of Plenty (2),-1315.734491
License_3453,Canterbury (4),-1316.104471
License_3454,Gisborne (3),-1316.474452
License_3455,Manawatu Wanganui (6),-1316.844432
License_3456,Marlborough (1),-1317.214412
License_3457,Nelson (1),-1317.584392
License_3458,Northland (1),-1317.954373
License_3459,Otago (3),-1318.324353
License_3460,Southland (1),-1318.694333
License_3461,Taranaki (1),-1319.064313
License_3462,Auckland (7),-1319.434294
License_3463,Bay Of Plenty (2),-1319.804274
License_3464,Auckland (7),-1320.174254
License_3465,Bay Of Plenty (2),-1320.544234
License_3466,Canterbury (4),-1320.914215
License_3467,Gisborne (3),-1321.284195
License_3468,Manawatu Wanganui (6),-1321.654175
License_3469,Marlborough (1),-1322.024155
License_3470,Nelson (1),-1322.394135
License_3471,Northland (1),-1322.764116
License_3472,Otago (3),-1323.134096
License_3473,Southland (1),-1323.504076
License_3474,Taranaki (1),-1323.874056
License_3475,Auckland (7),-1324.244037
License_3476,Bay Of Plenty (2),-1324.614017
License_3477,Auckland (7),-1324.983997
License_3478,Bay Of Plenty (2),-1325.353977
License_3479,Canterbury (4),-1325.723958
License_3480,Gisborne (3),-1326.093938
License_3481,Manawatu Wanganui (6),-1326.463918
License_3482,Marlborough (1),-1326.833898
License_3483,Nelson (1),-1327.203879
License_3484,Northland (1),-1327.573859
License_3485,Otago (3),-1327.943839
License_3486,Southland (1),-1328.313819
License_3487,Taranaki (1),-1328.683799
License_3488,Auckland (7),-1329.05378
License_3489,Bay Of Plenty (2),-1329.42376
License_3490,Auckland (7),-1329.79374
License_3491,Bay Of Plenty (2),-1330.16372
License_3492,Canterbury (4),-1330.533701
License_3493,Gisborne (3),-1330.903681
License_3494,Manawatu Wanganui (6),-1331.273661
License_3495,Marlborough (1),-1331.643641
License_3496,Nelson (1),-1332.013622
License_3497,Northland (1),-1332.383602
License_3498,Otago (3),-1332.753582
License_3499,Southland (1),-1333.123562
License_3500,Taranaki (1),-1333.493543
License_3501,Auckland (7),-1333.863523
License_3502,Bay Of Plenty (2),-1334.233503
License_3503,Auckland (7),-1334.603483
License_3504,Bay Of Plenty (2),-1334.973463
License_3505,Canterbury (4),-1335.343444
License_3506,Gisborne (3),-1335.713424
License_3507,Manawatu Wanganui (6),-1336.083404
License_3508,Marlborough (1),-1336.453384
License_3509,Nelson (1),-1336.823365
License_3510,Northland (1),-1337.193345
License_3511,Otago (3),-1337.563325
License_3512,Southland (1),-1337.933305
License_3513,Taranaki (1),-1338.303286
License_3514,Auckland (7),-1338.673266
License_3515,Bay Of Plenty (2),-1339.043246
License_3516,Auckland (7),-1339.413226
License_3517,Bay Of Plenty (2),-1339.783207
License_3518,Canterbury (4),-1340.153187
License_3519,Gisborne (3),-1340.523167
License_3520,Manawatu Wanganui (6),-1340.893147
License_3521,Marlborough (1),-1341.263127
License_3522,Nelson (1),-1341.633108
License_3523,Northland (1),-1342.003088
License_3524,Otago (3),-1342.373068
License_3525,Southland (1),-1342.743048
License_3526,Taranaki (1),-1343.113029
License_3527,Auckland (7),-1343.483009
License_3528,Bay Of Plenty (2),-1343.852989
License_3529,Auckland (7),-1344.222969
License_3530,Bay Of Plenty (2),-1344.59295
License_3531,Canterbury (4),-1344.96293
License_3532,Gisborne (3),-1345.33291
License_3533,Manawatu Wanganui (6),-1345.70289
License_3534,Marlborough (1),-1346.072871
License_3535,Nelson (1),-1346.442851
License_3536,Northland (1),-1346.812831
License_3537,Otago (3),-1347.182811
License_3538,Southland (1),-1347.552791
License_3539,Taranaki (1),-1347.922772
License_3540,Auckland (7),-1348.292752
License_3541,Bay Of Plenty (2),-1348.662732
License_3542,Auckland (7),-1349.032712
License_3543,Bay Of Plenty (2),-1349.402693
License_3544,Canterbury (4),-1349.772673
License_3545,Gisborne (3),-1350.142653
License_3546,Manawatu Wanganui (6),-1350.512633
License_3547,Marlborough (1),-1350.882614
License_3548,Nelson (1),-1351.252594
License_3549,Northland (1),-1351.622574
License_3550,Otago (3),-1351.992554
License_3551,Southland (1),-1352.362535
License_3552,Taranaki (1),-1352.732515
License_3553,Auckland (7),-1353.102495
License_3554,Bay Of Plenty (2),-1353.472475
License_3555,Auckland (7),-1353.842455
License_3556,Bay Of Plenty (2),-1354.212436
License_3557,Canterbury (4),-1354.582416
License_3558,Gisborne (3),-1354.952396
License_3559,Manawatu Wanganui (6),-1355.322376
License_3560,Marlborough (1),-1355.692357
License_3561,Nelson (1),-1356.062337
License_3562,Northland (1),-1356.432317
License_3563,Otago (3),-1356.802297
License_3564,Southland (1),-1357.172278
License_3565,Taranaki (1),-1357.542258
License_3566,Auckland (7),-1357.912238
License_3567,Bay Of Plenty (2),-1358.282218
License_3568,Auckland (7),-1358.652199
License_3569,Bay Of Plenty (2),-1359.022179
License_3570,Canterbury (4),-1359.392159
License_3571,Gisborne (3),-1359.762139
License_3572,Manawatu Wanganui (6),-1360.132119
License_3573,Marlborough (1),-1360.5021
License_3574,Nelson (1),-1360.87208
License_3575,Northland (1),-1361.24206
License_3576,Otago (3),-1361.61204
License_3577,Southland (1),-1361.982021
License_3578,Taranaki (1),-1362.352001
License_3579,Auckland (7),-1362.721981
License_3580,Bay Of Plenty (2),-1363.091961
License_3581,Auckland (7),-1363.461942
License_3582,Bay Of Plenty (2),-1363.831922
License_3583,Canterbury (4),-1364.201902
License_3584,Gisborne (3),-1364.571882
License_3585,Manawatu Wanganui (6),-1364.941863
License_3586,Marlborough (1),-1365.311843
License_3587,Nelson (1),-1365.681823
License_3588,Northland (1),-1366.051803
License_3589,Auckland (7),-1366.421784
License_3590,Bay Of Plenty (2),-1366.791764
License_3591,Canterbury (4),-1367.161744
License_3592,Gisborne (3),-1367.531724
License_3593,Manawatu Wanganui (6),-1367.901704
License_3594,Marlborough (1),-1368.271685
License_3595,Nelson (1),-1368.641665
License_3596,Northland (1),-1369.011645
License_3597,Otago (3),-1369.381625
License_3598,Southland (1),-1369.751606
License_3599,Taranaki (1),-1370.121586
License_3600,Auckland (7),-1370.491566
License_3601,Bay Of Plenty (2),-1370.861546
License_3602,Auckland (7),-1371.231527
License_3603,Bay Of Plenty (2),-1371.601507
License_3604,Canterbury (4),-1371.971487
License_3605,Gisborne (3),-1372.341467
License_3606,Manawatu Wanganui (6),-1372.711448
License_3607,Marlborough (1),-1373.081428
License_3608,Nelson (1),-1373.451408
License_3609,Northland (1),-1373.821388
License_3610,Otago (3),-1374.191368
License_3611,Southland (1),-1374.561349
License_3612,Taranaki (1),-1374.931329
License_3613,Auckland (7),-1375.301309
License_3614,Bay Of Plenty (2),-1375.671289
License_3615,Auckland (7),-1376.04127
License_3616,Bay Of Plenty (2),-1376.41125
License_3617,Canterbury (4),-1376.78123
License_3618,Gisborne (3),-1377.15121
License_3619,Manawatu Wanganui (6),-1377.521191
License_3620,Marlborough (1),-1377.891171
License_3621,Nelson (1),-1378.261151
License_3622,Northland (1),-1378.631131
License_3623,Otago (3),-1379.001112
License_3624,Southland (1),-1379.371092
License_3625,Taranaki (1),-1379.741072
License_3626,Auckland (7),-1380.111052
License_3627,Bay Of Plenty (2),-1380.481032
License_3628,Auckland (7),-1380.851013
License_3629,Bay Of Plenty (2),-1381.220993
License_3630,Canterbury (4),-1381.590973
License_3631,Gisborne (3),-1381.960953
License_3632,Manawatu Wanganui (6),-1382.330934
License_3633,Marlborough (1),-1382.700914
License_3634,Nelson (1),-1383.070894
License_3635,Northland (1),-1383.440874
License_3636,Otago (3),-1383.810855
License_3637,Southland (1),-1384.180835
License_3638,Taranaki (1),-1384.550815
License_3639,Auckland (7),-1384.920795
License_3640,Bay Of Plenty (2),-1385.290776
License_3641,Auckland (7),-1385.660756
License_3642,Bay Of Plenty (2),-1386.030736
License_3643,Canterbury (4),-1386.400716
License_3644,Gisborne (3),-1386.770696
License_3645,Manawatu Wanganui (6),-1387.140677
License_3646,Marlborough (1),-1387.510657
License_3647,Nelson (1),-1387.880637
License_3648,Northland (1),-1388.250617
License_3649,Otago (3),-1388.620598
License_3650,Southland (1),-1388.990578
License_3651,Taranaki (1),-1389.360558
License_3652,Auckland (7),-1389.730538
License_3653,Bay Of Plenty (2),-1390.100519
License_3654,Auckland (7),-1390.470499
License_3655,Bay Of Plenty (2),-1390.840479
License_3656,Canterbury (4),-1391.210459
License_3657,Gisborne (3),-1391.58044
License_3658,Manawatu Wanganui (6),-1391.95042
License_3659,Marlborough (1),-1392.3204
License_3660,Nelson (1),-1392.69038
License_3661,Northland (1),-1393.06036
License_3662,Otago (3),-1393.430341
License_3663,Southland (1),-1393.800321
License_3664,Taranaki (1),-1394.170301
License_3665,Auckland (7),-1394.540281
License_3666,Bay Of Plenty (2),-1394.910262
License_3667,Auckland (7),-1395.280242
License_3668,Bay Of Plenty (2),-1395.650222
License_3669,Canterbury (4),-1396.020202
License_3670,Gisborne (3),-1396.390183
License_3671,Manawatu Wanganui (6),-1396.760163
License_3672,Marlborough (1),-1397.130143
License_3673,Nelson (1),-1397.500123
License_3674,Northland (1),-1397.870104
License_3675,Otago (3),-1398.240084
License_3676,Southland (1),-1398.610064
License_3677,Taranaki (1),-1398.980044
License_3678,Auckland (7),-1399.350024
License_3679,Bay Of Plenty (2),-1399.720005
License_3680,Auckland (7),-1400.089985
License_3681,Bay Of Plenty (2),-1400.459965
License_3682,Canterbury (4),-1400.829945
License_3683,Gisborne (3),-1401.199926
License_3684,Manawatu Wanganui (6),-1401.569906
License_3685,Marlborough (1),-1401.939886
License_3686,Nelson (1),-1402.309866
License_3687,Northland (1),-1402.679847
License_3688,Otago (3),-1403.049827
License_3689,Southland (1),-1403.419807
License_3690,Taranaki (1),-1403.789787
License_3691,Auckland (7),-1404.159768
License_3692,Bay Of Plenty (2),-1404.529748
License_3693,Auckland (7),-1404.899728
License_3694,Bay Of Plenty (2),-1405.269708
License_3695,Canterbury (4),-1405.639688
License_3696,Gisborne (3),-1406.009669
License_3697,Manawatu Wanganui (6),-1406.379649
License_3698,Marlborough (1),-1406.749629
License_3699,Nelson (1),-1407.119609
License_3700,Northland (1),-1407.48959
License_3701,Otago (3),-1407.85957
License_3702,Southland (1),-1408.22955
License_3703,Taranaki (1),-1408.59953
License_3704,Auckland (7),-1408.969511
License_3705,Bay Of Plenty (2),-1409.339491
License_3706,Auckland (7),-1409.709471
License_3707,Bay Of Plenty (2),-1410.079451
License_3708,Canterbury (4),-1410.449432
License_3709,Gisborne (3),-1410.819412
License_3710,Manawatu Wanganui (6),-1411.189392
License_3711,Marlborough (1),-1411.559372
License_3712,Nelson (1),-1411.929353
License_3713,Northland (1),-1412.299333
License_3714,Otago (3),-1412.669313
License_3715,Southland (1),-1413.039293
License_3716,Taranaki (1),-1413.409273
License_3717,Auckland (7),-1413.779254
License_3718,Bay Of Plenty (2),-1414.149234
License_3719,Auckland (7),-1414.519214
License_3720,Bay Of Plenty (2),-1414.889194
License_3721,Canterbury (4),-1415.259175
License_3722,Gisborne (3),-1415.629155
License_3723,Manawatu Wanganui (6),-1415.999135
License_3724,Marlborough (1),-1416.369115
License_3725,Nelson (1),-1416.739096
License_3726,Northland (1),-1417.109076
License_3727,Auckland (7),-1417.479056
License_3728,Bay Of Plenty (2),-1417.849036
License_3729,Canterbury (4),-1418.219017
License_3730,Gisborne (3),-1418.588997
License_3731,Manawatu Wanganui (6),-1418.958977
License_3732,Marlborough (1),-1419.328957
License_3733,Nelson (1),-1419.698937
License_3734,Northland (1),-1420.068918
License_3735,Otago (3),-1420.438898
License_3736,Southland (1),-1420.808878
License_3737,Taranaki (1),-1421.178858
License_3738,Auckland (7),-1421.548839
License_3739,Bay Of Plenty (2),-1421.918819
License_3740,Auckland (7),-1422.288799
License_3741,Bay Of Plenty (2),-1422.658779
License_3742,Canterbury (4),-1423.02876
License_3743,Gisborne (3),-1423.39874
License_3744,Manawatu Wanganui (6),-1423.76872
License_3745,Marlborough (1),-1424.1387
License_3746,Nelson (1),-1424.508681
License_3747,Northland (1),-1424.878661
License_3748,Otago (3),-1425.248641
License_3749,Southland (1),-1425.618621
License_3750,Taranaki (1),-1425.988601
License_3751,Auckland (7),-1426.358582
License_3752,Bay Of Plenty (2),-1426.728562
License_3753,Auckland (7),-1427.098542
License_3754,Bay Of Plenty (2),-1427.468522
License_3755,Canterbury (4),-1427.838503
License_3756,Gisborne (3),-1428.208483
License_3757,Manawatu Wanganui (6),-1428.578463
License_3758,Marlborough (1),-1428.948443
License_3759,Nelson (1),-1429.318424
License_3760,Northland (1),-1429.688404
License_3761,Otago (3),-1430.058384
License_3762,Southland (1),-1430.428364
License_3763,Taranaki (1),-1430.798345
License_3764,Auckland (7),-1431.168325
License_3765,Bay Of Plenty (2),-1431.538305
License_3766,Auckland (7),-1431.908285
License_3767,Bay Of Plenty (2),-1432.278265
License_3768,Canterbury (4),-1432.648246
License_3769,Gisborne (3),-1433.018226
License_3770,Manawatu Wanganui (6),-1433.388206
License_3771,Marlborough (1),-1433.758186
License_3772,Nelson (1),-1434.128167
License_3773,Northland (1),-1434.498147
License_3774,Otago (3),-1434.868127
License_3775,Southland (1),-1435.238107
License_3776,Taranaki (1),-1435.608088
License_3777,Auckland (7),-1435.978068
License_3778,Bay Of Plenty (2),-1436.348048
License_3779,Auckland (7),-1436.718028
License_3780,Bay Of Plenty (2),-1437.088009
License_3781,Canterbury (4),-1437.457989
License_3782,Gisborne (3),-1437.827969
License_3783,Manawatu Wanganui (6),-1438.197949
License_3784,Marlborough (1),-1438.567929
License_3785,Nelson (1),-1438.93791
License_3786,Northland (1),-1439.30789
License_3787,Otago (3),-1439.67787
License_3788,Southland (1),-1440.04785
License_3789,Taranaki (1),-1440.417831
License_3790,Auckland (7),-1440.787811
License_3791,Bay Of Plenty (2),-1441.157791
License_3792,Auckland (7),-1441.527771
License_3793,Bay Of Plenty (2),-1441.897752
License_3794,Canterbury (4),-1442.267732
License_3795,Gisborne (3),-1442.637712
License_3796,Manawatu Wanganui (6),-1443.007692
License_3797,Marlborough (1),-1443.377673
License_3798,Nelson (1),-1443.747653
License_3799,Northland (1),-1444.117633
License_3800,Otago (3),-1444.487613
License_3801,Southland (1),-1444.857593
License_3802,Taranaki (1),-1445.227574
License_3803,Auckland (7),-1445.597554
License_3804,Bay Of Plenty (2),-1445.967534
License_3805,Auckland (7),-1446.337514
License_3806,Bay Of Plenty (2),-1446.707495
License_3807,Canterbury (4),-1447.077475
License_3808,Gisborne (3),-1447.447455
License_3809,Manawatu Wanganui (6),-1447.817435
License_3810,Marlborough (1),-1448.187416
License_3811,Nelson (1),-1448.557396
License_3812,Northland (1),-1448.927376
License_3813,Otago (3),-1449.297356
License_3814,Southland (1),-1449.667337
License_3815,Taranaki (1),-1450.037317
License_3816,Auckland (7),-1450.407297
License_3817,Bay Of Plenty (2),-1450.777277
License_3818,Auckland (7),-1451.147257
License_3819,Bay Of Plenty (2),-1451.517238
License_3820,Canterbury (4),-1451.887218
License_3821,Gisborne (3),-1452.257198
License_3822,Manawatu Wanganui (6),-1452.627178
License_3823,Marlborough (1),-1452.997159
License_3824,Nelson (1),-1453.367139
License_3825,Northland (1),-1453.737119
License_3826,Otago (3),-1454.107099
License_3827,Southland (1),-1454.47708
License_3828,Taranaki (1),-1454.84706
License_3829,Auckland (7),-1455.21704
License_3830,Bay Of Plenty (2),-1455.58702
License_3831,Auckland (7),-1455.957001
License_3832,Bay Of Plenty (2),-1456.326981
License_3833,Canterbury (4),-1456.696961
License_3834,Gisborne (3),-1457.066941
License_3835,Manawatu Wanganui (6),-1457.436921
License_3836,Marlborough (1),-1457.806902
License_3837,Nelson (1),-1458.176882
License_3838,Northland (1),-1458.546862
License_3839,Otago (3),-1458.916842
License_3840,Southland (1),-1459.286823
License_3841,Taranaki (1),-1459.656803
License_3842,Auckland (7),-1460.026783
License_3843,Bay Of Plenty (2),-1460.396763
License_3844,Auckland (7),-1460.766744
License_3845,Bay Of Plenty (2),-1461.136724
License_3846,Canterbury (4),-1461.506704
License_3847,Gisborne (3),-1461.876684
License_3848,Manawatu Wanganui (6),-1462.246665
License_3849,Marlborough (1),-1462.616645
License_3850,Nelson (1),-1462.986625
License_3851,Northland (1),-1463.356605
License_3852,Otago (3),-1463.726586
License_3853,Southland (1),-1464.096566
License_3854,Taranaki (1),-1464.466546
License_3855,Auckland (7),-1464.836526
License_3856,Bay Of Plenty (2),-1465.206506
License_3857,Auckland (7),-1465.576487
License_3858,Bay Of Plenty (2),-1465.946467
License_3859,Canterbury (4),-1466.316447
License_3860,Gisborne (3),-1466.686427
License_3861,Manawatu Wanganui (6),-1467.056408
License_3862,Marlborough (1),-1467.426388
License_3863,Nelson (1),-1467.796368
License_3864,Northland (1),-1468.166348
License_3865,Auckland (7),-1468.536329
License_3866,Bay Of Plenty (2),-1468.906309
License_3867,Canterbury (4),-1469.276289
License_3868,Gisborne (3),-1469.646269
License_3869,Manawatu Wanganui (6),-1470.01625
License_3870,Marlborough (1),-1470.38623
License_3871,Nelson (1),-1470.75621
License_3872,Northland (1),-1471.12619
License_3873,Otago (3),-1471.49617
License_3874,Southland (1),-1471.866151
License_3875,Taranaki (1),-1472.236131
License_3876,Auckland (7),-1472.606111
License_3877,Bay Of Plenty (2),-1472.976091
License_3878,Auckland (7),-1473.346072
License_3879,Bay Of Plenty (2),-1473.716052
License_3880,Canterbury (4),-1474.086032
License_3881,Gisborne (3),-1474.456012
License_3882,Manawatu Wanganui (6),-1474.825993
License_3883,Marlborough (1),-1475.195973
License_3884,Nelson (1),-1475.565953
License_3885,Northland (1),-1475.935933
License_3886,Otago (3),-1476.305914
License_3887,Southland (1),-1476.675894
License_3888,Taranaki (1),-1477.045874
License_3889,Auckland (7),-1477.415854
License_3890,Bay Of Plenty (2),-1477.785834
License_3891,Auckland (7),-1478.155815
License_3892,Bay Of Plenty (2),-1478.525795
License_3893,Canterbury (4),-1478.895775
License_3894,Gisborne (3),-1479.265755
License_3895,Manawatu Wanganui (6),-1479.635736
License_3896,Marlborough (1),-1480.005716
License_3897,Nelson (1),-1480.375696
License_3898,Northland (1),-1480.745676
License_3899,Otago (3),-1481.115657
License_3900,Southland (1),-1481.485637
License_3901,Taranaki (1),-1481.855617
License_3902,Auckland (7),-1482.225597
License_3903,Bay Of Plenty (2),-1482.595578
License_3904,Auckland (7),-1482.965558
License_3905,Bay Of Plenty (2),-1483.335538
License_3906,Canterbury (4),-1483.705518
License_3907,Gisborne (3),-1484.075498
License_3908,Manawatu Wanganui (6),-1484.445479
License_3909,Marlborough (1),-1484.815459
License_3910,Nelson (1),-1485.185439
License_3911,Northland (1),-1485.555419
License_3912,Otago (3),-1485.9254
License_3913,Southland (1),-1486.29538
License_3914,Taranaki (1),-1486.66536
License_3915,Auckland (7),-1487.03534
License_3916,Bay Of Plenty (2),-1487.405321
License_3917,Auckland (7),-1487.775301
License_3918,Bay Of Plenty (2),-1488.145281
License_3919,Canterbury (4),-1488.515261
License_3920,Gisborne (3),-1488.885242
License_3921,Manawatu Wanganui (6),-1489.255222
License_3922,Marlborough (1),-1489.625202
License_3923,Nelson (1),-1489.995182
License_3924,Northland (1),-1490.365162
License_3925,Otago (3),-1490.735143
License_3926,Southland (1),-1491.105123
License_3927,Taranaki (1),-1491.475103
License_3928,Auckland (7),-1491.845083
License_3929,Bay Of Plenty (2),-1492.215064
License_3930,Auckland (7),-1492.585044
License_3931,Bay Of Plenty (2),-1492.955024
License_3932,Canterbury (4),-1493.325004
License_3933,Gisborne (3),-1493.694985
License_3934,Manawatu Wanganui (6),-1494.064965
License_3935,Marlborough (1),-1494.434945
License_3936,Nelson (1),-1494.804925
License_3937,Northland (1),-1495.174906
License_3938,Otago (3),-1495.544886
License_3939,Southland (1),-1495.914866
License_3940,Taranaki (1),-1496.284846
License_3941,Auckland (7),-1496.654826
License_3942,Bay Of Plenty (2),-1497.024807
License_3943,Auckland (7),-1497.394787
License_3944,Bay Of Plenty (2),-1497.764767
License_3945,Canterbury (4),-1498.134747
License_3946,Gisborne (3),-1498.504728
License_3947,Manawatu Wanganui (6),-1498.874708
License_3948,Marlborough (1),-1499.244688
License_3949,Nelson (1),-1499.614668
License_3950,Northland (1),-1499.984649
License_3951,Otago (3),-1500.354629
License_3952,Southland (1),-1500.724609
License_3953,Taranaki (1),-1501.094589
License_3954,Auckland (7),-1501.46457
License_3955,Bay Of Plenty (2),-1501.83455
License_3956,Auckland (7),-1502.20453
License_3957,Bay Of Plenty (2),-1502.57451
License_3958,Canterbury (4),-1502.94449
License_3959,Gisborne (3),-1503.314471
License_3960,Manawatu Wanganui (6),-1503.684451
License_3961,Marlborough (1),-1504.054431
License_3962,Nelson (1),-1504.424411
License_3963,Northland (1),-1504.794392
License_3964,Otago (3),-1505.164372
License_3965,Southland (1),-1505.534352
License_3966,Taranaki (1),-1505.904332
License_3967,Auckland (7),-1506.274313
License_3968,Bay Of Plenty (2),-1506.644293
License_3969,Auckland (7),-1507.014273
License_3970,Bay Of Plenty (2),-1507.384253
License_3971,Canterbury (4),-1507.754234
License_3972,Gisborne (3),-1508.124214
License_3973,Manawatu Wanganui (6),-1508.494194
License_3974,Marlborough (1),-1508.864174
License_3975,Nelson (1),-1509.234154
License_3976,Northland (1),-1509.604135
License_3977,Otago (3),-1509.974115
License_3978,Southland (1),-1510.344095
License_3979,Taranaki (1),-1510.714075
License_3980,Auckland (7),-1511.084056
License_3981,Bay Of Plenty (2),-1511.454036
License_3982,Auckland (7),-1511.824016
License_3983,Bay Of Plenty (2),-1512.193996
License_3984,Canterbury (4),-1512.563977
License_3985,Gisborne (3),-1512.933957
License_3986,Manawatu Wanganui (6),-1513.303937
License_3987,Marlborough (1),-1513.673917
License_3988,Nelson (1),-1514.043898
License_3989,Northland (1),-1514.413878
License_3990,Otago (3),-1514.783858
License_3991,Southland (1),-1515.153838
License_3992,Taranaki (1),-1515.523819
License_3993,Auckland (7),-1515.893799
License_3994,Bay Of Plenty (2),-1516.263779
License_3995,Auckland (7),-1516.633759
License_3996,Bay Of Plenty (2),-1517.003739
License_3997,Canterbury (4),-1517.37372
License_3998,Gisborne (3),-1517.7437
License_3999,Manawatu Wanganui (6),-1518.11368
License_4000,Marlborough (1),-1518.48366
License_4001,Nelson (1),-1518.853641
License_4002,Northland (1),-1519.223621
License_4003,Auckland (7),-1519.593601
License_4004,Bay Of Plenty (2),-1519.963581
License_4005,Canterbury (4),-1520.333562
License_4006,Gisborne (3),-1520.703542
License_4007,Manawatu Wanganui (6),-1521.073522
License_4008,Marlborough (1),-1521.443502
License_4009,Nelson (1),-1521.813483
License_4010,Northland (1),-1522.183463
License_4011,Otago (3),-1522.553443
License_4012,Southland (1),-1522.923423
License_4013,Taranaki (1),-1523.293403
License_4014,Auckland (7),-1523.663384
License_4015,Bay Of Plenty (2),-1524.033364
License_4016,Auckland (7),-1524.403344
License_4017,Bay Of Plenty (2),-1524.773324
License_4018,Canterbury (4),-1525.143305
License_4019,Gisborne (3),-1525.513285
License_4020,Manawatu Wanganui (6),-1525.883265
License_4021,Marlborough (1),-1526.253245
License_4022,Nelson (1),-1526.623226
License_4023,Northland (1),-1526.993206
License_4024,Otago (3),-1527.363186
License_4025,Southland (1),-1527.733166
License_4026,Taranaki (1),-1528.103147
License_4027,Auckland (7),-1528.473127
License_4028,Bay Of Plenty (2),-1528.843107
License_4029,Auckland (7),-1529.213087
License_4030,Bay Of Plenty (2),-1529.583067
License_4031,Canterbury (4),-1529.953048
License_4032,Gisborne (3),-1530.323028
License_4033,Manawatu Wanganui (6),-1530.693008
License_4034,Marlborough (1),-1531.062988
License_4035,Nelson (1),-1531.432969
License_4036,Northland (1),-1531.802949
License_4037,Otago (3),-1532.172929
License_4038,Southland (1),-1532.542909
License_4039,Taranaki (1),-1532.91289
License_4040,Auckland (7),-1533.28287
License_4041,Bay Of Plenty (2),-1533.65285
License_4042,Auckland (7),-1534.02283
License_4043,Bay Of Plenty (2),-1534.392811
License_4044,Canterbury (4),-1534.762791
License_4045,Gisborne (3),-1535.132771
License_4046,Manawatu Wanganui (6),-1535.502751
License_4047,Marlborough (1),-1535.872731
License_4048,Nelson (1),-1536.242712
License_4049,Northland (1),-1536.612692
License_4050,Otago (3),-1536.982672
License_4051,Southland (1),-1537.352652
License_4052,Taranaki (1),-1537.722633
License_4053,Auckland (7),-1538.092613
License_4054,Bay Of Plenty (2),-1538.462593
License_4055,Auckland (7),-1538.832573
License_4056,Bay Of Plenty (2),-1539.202554
License_4057,Canterbury (4),-1539.572534
License_4058,Gisborne (3),-1539.942514
License_4059,Manawatu Wanganui (6),-1540.312494
License_4060,Marlborough (1),-1540.682475
License_4061,Nelson (1),-1541.052455
License_4062,Northland (1),-1541.422435
License_4063,Otago (3),-1541.792415
License_4064,Southland (1),-1542.162395
License_4065,Taranaki (1),-1542.532376
License_4066,Auckland (7),-1542.902356
License_4067,Bay Of Plenty (2),-1543.272336
License_4068,Auckland (7),-1543.642316
License_4069,Bay Of Plenty (2),-1544.012297
License_4070,Canterbury (4),-1544.382277
License_4071,Gisborne (3),-1544.752257
License_4072,Manawatu Wanganui (6),-1545.122237
License_4073,Marlborough (1),-1545.492218
License_4074,Nelson (1),-1545.862198
License_4075,Northland (1),-1546.232178
License_4076,Otago (3),-1546.602158
License_4077,Southland (1),-1546.972139
License_4078,Taranaki (1),-1547.342119
License_4079,Auckland (7),-1547.712099
License_4080,Bay Of Plenty (2),-1548.082079
License_4081,Auckland (7),-1548.452059
License_4082,Bay Of Plenty (2),-1548.82204
License_4083,Canterbury (4),-1549.19202
License_4084,Gisborne (3),-1549.562
License_4085,Manawatu Wanganui (6),-1549.93198
License_4086,Marlborough (1),-1550.301961
License_4087,Nelson (1),-1550.671941
License_4088,Northland (1),-1551.041921
License_4089,Otago (3),-1551.411901
License_4090,Southland (1),-1551.781882
License_4091,Taranaki (1),-1552.151862
License_4092,Auckland (7),-1552.521842
License_4093,Bay Of Plenty (2),-1552.891822
License_4094,Auckland (7),-1553.261803
License_4095,Bay Of Plenty (2),-1553.631783
License_4096,Canterbury (4),-1554.001763
License_4097,Gisborne (3),-1554.371743
License_4098,Manawatu Wanganui (6),-1554.741723
License_4099,Marlborough (1),-1555.111704
License_4100,Nelson (1),-1555.481684
