vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,owner_id,price_id,Engine_ID,License_ID,Dim_01_id,Dim_02_id,Dim_03_id,Dim_04_id,Dim_05_id,Dim_06_id,Dim_07_id,Dim_08_id,Dim_09_id
3370,Hatchback,587,2005,TIIDA,Silver,2022-04-02,102,Owner3370,price_3370,Engine_3370,License_3370,Dim_01_3370,Dim_02_3370,Dim_03_3370,Dim_04_3370,Dim_05_3370,Dim_06_3370,Dim_07_3370,Dim_08_3370,Dim_09_3370
3371,Saloon,619,2006,MARKX,Silver,2022-03-16,114,Owner3371,price_3371,Engine_3371,License_3371,Dim_01_3371,Dim_02_3371,Dim_03_3371,Dim_04_3371,Dim_05_3371,Dim_06_3371,Dim_07_3371,Dim_08_3371,Dim_09_3371
3372,Stationwagon,619,2005,WISH,Grey,2022-03-04,102,Owner3372,price_3372,Engine_3372,License_3372,Dim_01_3372,Dim_02_3372,Dim_03_3372,Dim_04_3372,Dim_05_3372,Dim_06_3372,Dim_07_3372,Dim_08_3372,Dim_09_3372
3373,Saloon,557,2009,XF,Blue,2022-03-27,102,Owner3373,price_3373,Engine_3373,License_3373,Dim_01_3373,Dim_02_3373,Dim_03_3373,Dim_04_3373,Dim_05_3373,Dim_06_3373,Dim_07_3373,Dim_08_3373,Dim_09_3373
3374,Hatchback,550,2006,FIT,Blue,2022-04-05,102,Owner3374,price_3374,Engine_3374,License_3374,Dim_01_3374,Dim_02_3374,Dim_03_3374,Dim_04_3374,Dim_05_3374,Dim_06_3374,Dim_07_3374,Dim_08_3374,Dim_09_3374
3375,Hatchback,611,2006,SWIFT,White,2021-12-03,104,Owner3375,price_3375,Engine_3375,License_3375,Dim_01_3375,Dim_02_3375,Dim_03_3375,Dim_04_3375,Dim_05_3375,Dim_06_3375,Dim_07_3375,Dim_08_3375,Dim_09_3375
3376,Saloon,580,2000,LANCER,White,2021-12-24,102,Owner3376,price_3376,Engine_3376,License_3376,Dim_01_3376,Dim_02_3376,Dim_03_3376,Dim_04_3376,Dim_05_3376,Dim_06_3376,Dim_07_3376,Dim_08_3376,Dim_09_3376
3377,Stationwagon,587,2018,X-TRAIL,Black,2022-03-28,103,Owner3377,price_3377,Engine_3377,License_3377,Dim_01_3377,Dim_02_3377,Dim_03_3377,Dim_04_3377,Dim_05_3377,Dim_06_3377,Dim_07_3377,Dim_08_3377,Dim_09_3377
3378,Stationwagon,587,2004,MURANO,White,2021-12-18,102,Owner3378,price_3378,Engine_3378,License_3378,Dim_01_3378,Dim_02_3378,Dim_03_3378,Dim_04_3378,Dim_05_3378,Dim_06_3378,Dim_07_3378,Dim_08_3378,Dim_09_3378
3379,Utility,619,2018,HILUX,Silver,2022-03-31,114,Owner3379,price_3379,Engine_3379,License_3379,Dim_01_3379,Dim_02_3379,Dim_03_3379,Dim_04_3379,Dim_05_3379,Dim_06_3379,Dim_07_3379,Dim_08_3379,Dim_09_3379
3380,Hatchback,587,2005,NOTE,Grey,2021-10-14,103,Owner3380,price_3380,Engine_3380,License_3380,Dim_01_3380,Dim_02_3380,Dim_03_3380,Dim_04_3380,Dim_05_3380,Dim_06_3380,Dim_07_3380,Dim_08_3380,Dim_09_3380
3381,Hatchback,619,2007,SIENTA,White,2022-03-15,102,Owner3381,price_3381,Engine_3381,License_3381,Dim_01_3381,Dim_02_3381,Dim_03_3381,Dim_04_3381,Dim_05_3381,Dim_06_3381,Dim_07_3381,Dim_08_3381,Dim_09_3381
3382,Stationwagon,619,2006,VOXY,Silver,2022-02-13,105,Owner3382,price_3382,Engine_3382,License_3382,Dim_01_3382,Dim_02_3382,Dim_03_3382,Dim_04_3382,Dim_05_3382,Dim_06_3382,Dim_07_3382,Dim_08_3382,Dim_09_3382
3383,Hatchback,587,2007,TIIDA,Gold,2021-10-09,101,Owner3383,price_3383,Engine_3383,License_3383,Dim_01_3383,Dim_02_3383,Dim_03_3383,Dim_04_3383,Dim_05_3383,Dim_06_3383,Dim_07_3383,Dim_08_3383,Dim_09_3383
3384,Saloon,540,2006,FALCON,Silver,2022-01-17,114,Owner3384,price_3384,Engine_3384,License_3384,Dim_01_3384,Dim_02_3384,Dim_03_3384,Dim_04_3384,Dim_05_3384,Dim_06_3384,Dim_07_3384,Dim_08_3384,Dim_09_3384
3385,Hatchback,619,2007,VITZ,Silver,2022-04-03,102,Owner3385,price_3385,Engine_3385,License_3385,Dim_01_3385,Dim_02_3385,Dim_03_3385,Dim_04_3385,Dim_05_3385,Dim_06_3385,Dim_07_3385,Dim_08_3385,Dim_09_3385
3386,Saloon,587,2008,TIIDA,Brown,2022-03-12,103,Owner3386,price_3386,Engine_3386,License_3386,Dim_01_3386,Dim_02_3386,Dim_03_3386,Dim_04_3386,Dim_05_3386,Dim_06_3386,Dim_07_3386,Dim_08_3386,Dim_09_3386
3387,Stationwagon,587,2006,TEANA,Green,2022-03-22,102,Owner3387,price_3387,Engine_3387,License_3387,Dim_01_3387,Dim_02_3387,Dim_03_3387,Dim_04_3387,Dim_05_3387,Dim_06_3387,Dim_07_3387,Dim_08_3387,Dim_09_3387
3388,Utility,619,2018,HILUX,Blue,2022-01-29,102,Owner3388,price_3388,Engine_3388,License_3388,Dim_01_3388,Dim_02_3388,Dim_03_3388,Dim_04_3388,Dim_05_3388,Dim_06_3388,Dim_07_3388,Dim_08_3388,Dim_09_3388
3389,Stationwagon,580,1993,PAJERO,Red,2022-01-06,105,Owner3389,price_3389,Engine_3389,License_3389,Dim_01_3389,Dim_02_3389,Dim_03_3389,Dim_04_3389,Dim_05_3389,Dim_06_3389,Dim_07_3389,Dim_08_3389,Dim_09_3389
3390,Light Van,540,2018,TRANSIT,White,2021-10-14,102,Owner3390,price_3390,Engine_3390,License_3390,Dim_01_3390,Dim_02_3390,Dim_03_3390,Dim_04_3390,Dim_05_3390,Dim_06_3390,Dim_07_3390,Dim_08_3390,Dim_09_3390
3391,Saloon,512,2008,320I,Blue,2022-01-26,102,Owner3391,price_3391,Engine_3391,License_3391,Dim_01_3391,Dim_02_3391,Dim_03_3391,Dim_04_3391,Dim_05_3391,Dim_06_3391,Dim_07_3391,Dim_08_3391,Dim_09_3391
3392,Hatchback,610,2008,IMPREZA,Black,2022-04-05,114,Owner3392,price_3392,Engine_3392,License_3392,Dim_01_3392,Dim_02_3392,Dim_03_3392,Dim_04_3392,Dim_05_3392,Dim_06_3392,Dim_07_3392,Dim_08_3392,Dim_09_3392
3393,Hatchback,611,2006,SWIFT,Silver,2022-01-06,102,Owner3393,price_3393,Engine_3393,License_3393,Dim_01_3393,Dim_02_3393,Dim_03_3393,Dim_04_3393,Dim_05_3393,Dim_06_3393,Dim_07_3393,Dim_08_3393,Dim_09_3393
3394,Utility,619,2005,HILUX,Silver,2022-03-20,111,Owner3394,price_3394,Engine_3394,License_3394,Dim_01_3394,Dim_02_3394,Dim_03_3394,Dim_04_3394,Dim_05_3394,Dim_06_3394,Dim_07_3394,Dim_08_3394,Dim_09_3394
3395,Stationwagon,580,2008,OUTLANDER,Grey,2022-02-11,114,Owner3395,price_3395,Engine_3395,License_3395,Dim_01_3395,Dim_02_3395,Dim_03_3395,Dim_04_3395,Dim_05_3395,Dim_06_3395,Dim_07_3395,Dim_08_3395,Dim_09_3395
3396,Saloon,548,2000,VX COMMODORE,Silver,2022-03-29,103,Owner3396,price_3396,Engine_3396,License_3396,Dim_01_3396,Dim_02_3396,Dim_03_3396,Dim_04_3396,Dim_05_3396,Dim_06_3396,Dim_07_3396,Dim_08_3396,Dim_09_3396
3397,Hatchback,633,2005,GOLF,Black,2022-02-13,102,Owner3397,price_3397,Engine_3397,License_3397,Dim_01_3397,Dim_02_3397,Dim_03_3397,Dim_04_3397,Dim_05_3397,Dim_06_3397,Dim_07_3397,Dim_08_3397,Dim_09_3397
3398,Saloon,587,2011,TIIDA,Silver,2022-02-14,103,Owner3398,price_3398,Engine_3398,License_3398,Dim_01_3398,Dim_02_3398,Dim_03_3398,Dim_04_3398,Dim_05_3398,Dim_06_3398,Dim_07_3398,Dim_08_3398,Dim_09_3398
3399,Utility,587,2006,NAVARA,Blue,2022-03-17,102,Owner3399,price_3399,Engine_3399,License_3399,Dim_01_3399,Dim_02_3399,Dim_03_3399,Dim_04_3399,Dim_05_3399,Dim_06_3399,Dim_07_3399,Dim_08_3399,Dim_09_3399
3400,Stationwagon,576,2008,PREMACY,Silver,2021-10-08,101,Owner3400,price_3400,Engine_3400,License_3400,Dim_01_3400,Dim_02_3400,Dim_03_3400,Dim_04_3400,Dim_05_3400,Dim_06_3400,Dim_07_3400,Dim_08_3400,Dim_09_3400
3401,Utility,580,2018,TRITON,White,2021-10-31,114,Owner3401,price_3401,Engine_3401,License_3401,Dim_01_3401,Dim_02_3401,Dim_03_3401,Dim_04_3401,Dim_05_3401,Dim_06_3401,Dim_07_3401,Dim_08_3401,Dim_09_3401
3402,Stationwagon,540,2005,TERRITORY,Black,2022-01-12,114,Owner3402,price_3402,Engine_3402,License_3402,Dim_01_3402,Dim_02_3402,Dim_03_3402,Dim_04_3402,Dim_05_3402,Dim_06_3402,Dim_07_3402,Dim_08_3402,Dim_09_3402
3403,Stationwagon,576,2007,PREMACY,Grey,2022-02-28,105,Owner3403,price_3403,Engine_3403,License_3403,Dim_01_3403,Dim_02_3403,Dim_03_3403,Dim_04_3403,Dim_05_3403,Dim_06_3403,Dim_07_3403,Dim_08_3403,Dim_09_3403
3404,Utility,576,2009,BT-50,Red,2021-12-19,104,Owner3404,price_3404,Engine_3404,License_3404,Dim_01_3404,Dim_02_3404,Dim_03_3404,Dim_04_3404,Dim_05_3404,Dim_06_3404,Dim_07_3404,Dim_08_3404,Dim_09_3404
3405,Saloon,512,2005,M5,Black,2021-10-26,114,Owner3405,price_3405,Engine_3405,License_3405,Dim_01_3405,Dim_02_3405,Dim_03_3405,Dim_04_3405,Dim_05_3405,Dim_06_3405,Dim_07_3405,Dim_08_3405,Dim_09_3405
3406,Stationwagon,550,1995,ODYSSEY,Red,2022-02-16,102,Owner3406,price_3406,Engine_3406,License_3406,Dim_01_3406,Dim_02_3406,Dim_03_3406,Dim_04_3406,Dim_05_3406,Dim_06_3406,Dim_07_3406,Dim_08_3406,Dim_09_3406
3407,Light Van,587,2009,NV200,Grey,2022-01-21,102,Owner3407,price_3407,Engine_3407,License_3407,Dim_01_3407,Dim_02_3407,Dim_03_3407,Dim_04_3407,Dim_05_3407,Dim_06_3407,Dim_07_3407,Dim_08_3407,Dim_09_3407
3408,Utility,548,2005,CREWMAN,Black,2022-03-21,105,Owner3408,price_3408,Engine_3408,License_3408,Dim_01_3408,Dim_02_3408,Dim_03_3408,Dim_04_3408,Dim_05_3408,Dim_06_3408,Dim_07_3408,Dim_08_3408,Dim_09_3408
3409,Stationwagon,619,2008,RAV4,Silver,2022-02-15,105,Owner3409,price_3409,Engine_3409,License_3409,Dim_01_3409,Dim_02_3409,Dim_03_3409,Dim_04_3409,Dim_05_3409,Dim_06_3409,Dim_07_3409,Dim_08_3409,Dim_09_3409
3410,Stationwagon,619,1994,HILUX,Blue,2021-12-05,114,Owner3410,price_3410,Engine_3410,License_3410,Dim_01_3410,Dim_02_3410,Dim_03_3410,Dim_04_3410,Dim_05_3410,Dim_06_3410,Dim_07_3410,Dim_08_3410,Dim_09_3410
3411,Hatchback,619,2009,RAUM,White,2022-02-20,102,Owner3411,price_3411,Engine_3411,License_3411,Dim_01_3411,Dim_02_3411,Dim_03_3411,Dim_04_3411,Dim_05_3411,Dim_06_3411,Dim_07_3411,Dim_08_3411,Dim_09_3411
3412,Hatchback,587,1992,BLUEBIRD,White,2022-03-22,115,Owner3412,price_3412,Engine_3412,License_3412,Dim_01_3412,Dim_02_3412,Dim_03_3412,Dim_04_3412,Dim_05_3412,Dim_06_3412,Dim_07_3412,Dim_08_3412,Dim_09_3412
3413,Saloon,587,1990,PRIMERA,Red,2022-01-05,103,Owner3413,price_3413,Engine_3413,License_3413,Dim_01_3413,Dim_02_3413,Dim_03_3413,Dim_04_3413,Dim_05_3413,Dim_06_3413,Dim_07_3413,Dim_08_3413,Dim_09_3413
3414,Stationwagon,576,2009,ATENZA,White,2021-11-16,102,Owner3414,price_3414,Engine_3414,License_3414,Dim_01_3414,Dim_02_3414,Dim_03_3414,Dim_04_3414,Dim_05_3414,Dim_06_3414,Dim_07_3414,Dim_08_3414,Dim_09_3414
3415,Hatchback,580,2009,COLT,Red,2022-03-30,114,Owner3415,price_3415,Engine_3415,License_3415,Dim_01_3415,Dim_02_3415,Dim_03_3415,Dim_04_3415,Dim_05_3415,Dim_06_3415,Dim_07_3415,Dim_08_3415,Dim_09_3415
3416,Stationwagon,523,2002,PT CRUISER,Silver,2022-03-22,102,Owner3416,price_3416,Engine_3416,License_3416,Dim_01_3416,Dim_02_3416,Dim_03_3416,Dim_04_3416,Dim_05_3416,Dim_06_3416,Dim_07_3416,Dim_08_3416,Dim_09_3416
3417,Saloon,548,2004,COMMODORE,Red,2022-04-02,102,Owner3417,price_3417,Engine_3417,License_3417,Dim_01_3417,Dim_02_3417,Dim_03_3417,Dim_04_3417,Dim_05_3417,Dim_06_3417,Dim_07_3417,Dim_08_3417,Dim_09_3417
3418,Light Van,576,2012,BONGO,White,2021-10-14,109,Owner3418,price_3418,Engine_3418,License_3418,Dim_01_3418,Dim_02_3418,Dim_03_3418,Dim_04_3418,Dim_05_3418,Dim_06_3418,Dim_07_3418,Dim_08_3418,Dim_09_3418
3419,Hatchback,550,2009,FIT,Blue,2022-02-22,105,Owner3419,price_3419,Engine_3419,License_3419,Dim_01_3419,Dim_02_3419,Dim_03_3419,Dim_04_3419,Dim_05_3419,Dim_06_3419,Dim_07_3419,Dim_08_3419,Dim_09_3419
3420,Stationwagon,619,2007,WISH,White,2022-03-27,104,Owner3420,price_3420,Engine_3420,License_3420,Dim_01_3420,Dim_02_3420,Dim_03_3420,Dim_04_3420,Dim_05_3420,Dim_06_3420,Dim_07_3420,Dim_08_3420,Dim_09_3420
3421,Stationwagon,619,2018,RAV4,White,2021-10-07,102,Owner3421,price_3421,Engine_3421,License_3421,Dim_01_3421,Dim_02_3421,Dim_03_3421,Dim_04_3421,Dim_05_3421,Dim_06_3421,Dim_07_3421,Dim_08_3421,Dim_09_3421
3422,Hatchback,619,2018,YARIS,White,2022-03-22,102,Owner3422,price_3422,Engine_3422,License_3422,Dim_01_3422,Dim_02_3422,Dim_03_3422,Dim_04_3422,Dim_05_3422,Dim_06_3422,Dim_07_3422,Dim_08_3422,Dim_09_3422
3423,Hatchback,611,2007,SWIFT,Red,2022-02-20,108,Owner3423,price_3423,Engine_3423,License_3423,Dim_01_3423,Dim_02_3423,Dim_03_3423,Dim_04_3423,Dim_05_3423,Dim_06_3423,Dim_07_3423,Dim_08_3423,Dim_09_3423
3424,Stationwagon,534,2010,JOURNEY,Black,2021-11-14,102,Owner3424,price_3424,Engine_3424,License_3424,Dim_01_3424,Dim_02_3424,Dim_03_3424,Dim_04_3424,Dim_05_3424,Dim_06_3424,Dim_07_3424,Dim_08_3424,Dim_09_3424
3425,Hatchback,619,2013,AQUA,Grey,2022-04-05,102,Owner3425,price_3425,Engine_3425,License_3425,Dim_01_3425,Dim_02_3425,Dim_03_3425,Dim_04_3425,Dim_05_3425,Dim_06_3425,Dim_07_3425,Dim_08_3425,Dim_09_3425
3426,Hatchback,619,2018,COROLLA,Silver,2022-01-18,102,Owner3426,price_3426,Engine_3426,License_3426,Dim_01_3426,Dim_02_3426,Dim_03_3426,Dim_04_3426,Dim_05_3426,Dim_06_3426,Dim_07_3426,Dim_08_3426,Dim_09_3426
3427,Hatchback,633,2007,GOLF,Blue,2022-04-03,102,Owner3427,price_3427,Engine_3427,License_3427,Dim_01_3427,Dim_02_3427,Dim_03_3427,Dim_04_3427,Dim_05_3427,Dim_06_3427,Dim_07_3427,Dim_08_3427,Dim_09_3427
3428,Utility,576,2003,BOUNTY,Silver,2021-11-27,107,Owner3428,price_3428,Engine_3428,License_3428,Dim_01_3428,Dim_02_3428,Dim_03_3428,Dim_04_3428,Dim_05_3428,Dim_06_3428,Dim_07_3428,Dim_08_3428,Dim_09_3428
3429,Stationwagon,619,2006,ISIS,Silver,2022-04-02,102,Owner3429,price_3429,Engine_3429,License_3429,Dim_01_3429,Dim_02_3429,Dim_03_3429,Dim_04_3429,Dim_05_3429,Dim_06_3429,Dim_07_3429,Dim_08_3429,Dim_09_3429
3430,Saloon,576,2007,ATENZA,Silver,2022-02-08,106,Owner3430,price_3430,Engine_3430,License_3430,Dim_01_3430,Dim_02_3430,Dim_03_3430,Dim_04_3430,Dim_05_3430,Dim_06_3430,Dim_07_3430,Dim_08_3430,Dim_09_3430
3431,Stationwagon,580,2006,OUTLANDER,Grey,2022-03-02,104,Owner3431,price_3431,Engine_3431,License_3431,Dim_01_3431,Dim_02_3431,Dim_03_3431,Dim_04_3431,Dim_05_3431,Dim_06_3431,Dim_07_3431,Dim_08_3431,Dim_09_3431
3432,Stationwagon,550,2008,STREAM,Black,2022-04-03,109,Owner3432,price_3432,Engine_3432,License_3432,Dim_01_3432,Dim_02_3432,Dim_03_3432,Dim_04_3432,Dim_05_3432,Dim_06_3432,Dim_07_3432,Dim_08_3432,Dim_09_3432
3433,Hatchback,610,2009,IMPREZA,Grey,2021-10-11,109,Owner3433,price_3433,Engine_3433,License_3433,Dim_01_3433,Dim_02_3433,Dim_03_3433,Dim_04_3433,Dim_05_3433,Dim_06_3433,Dim_07_3433,Dim_08_3433,Dim_09_3433
3434,Stationwagon,580,2008,OUTLANDER,Silver,2022-02-22,101,Owner3434,price_3434,Engine_3434,License_3434,Dim_01_3434,Dim_02_3434,Dim_03_3434,Dim_04_3434,Dim_05_3434,Dim_06_3434,Dim_07_3434,Dim_08_3434,Dim_09_3434
3435,Stationwagon,507,2011,A6,Blue,2022-03-01,102,Owner3435,price_3435,Engine_3435,License_3435,Dim_01_3435,Dim_02_3435,Dim_03_3435,Dim_04_3435,Dim_05_3435,Dim_06_3435,Dim_07_3435,Dim_08_3435,Dim_09_3435
3436,Stationwagon,619,1998,CALDINA,Silver,2022-01-25,104,Owner3436,price_3436,Engine_3436,License_3436,Dim_01_3436,Dim_02_3436,Dim_03_3436,Dim_04_3436,Dim_05_3436,Dim_06_3436,Dim_07_3436,Dim_08_3436,Dim_09_3436
3437,Hatchback,610,2011,IMPREZA,Blue,2022-04-04,108,Owner3437,price_3437,Engine_3437,License_3437,Dim_01_3437,Dim_02_3437,Dim_03_3437,Dim_04_3437,Dim_05_3437,Dim_06_3437,Dim_07_3437,Dim_08_3437,Dim_09_3437
3438,Hatchback,587,2008,TIIDA,Silver,2022-03-24,102,Owner3438,price_3438,Engine_3438,License_3438,Dim_01_3438,Dim_02_3438,Dim_03_3438,Dim_04_3438,Dim_05_3438,Dim_06_3438,Dim_07_3438,Dim_08_3438,Dim_09_3438
3439,Stationwagon,580,2005,COLT,Blue,2022-02-21,114,Owner3439,price_3439,Engine_3439,License_3439,Dim_01_3439,Dim_02_3439,Dim_03_3439,Dim_04_3439,Dim_05_3439,Dim_06_3439,Dim_07_3439,Dim_08_3439,Dim_09_3439
3440,Stationwagon,580,2007,DELICA,Brown,2021-11-09,102,Owner3440,price_3440,Engine_3440,License_3440,Dim_01_3440,Dim_02_3440,Dim_03_3440,Dim_04_3440,Dim_05_3440,Dim_06_3440,Dim_07_3440,Dim_08_3440,Dim_09_3440
3441,Hatchback,550,2008,FIT,White,2022-01-09,102,Owner3441,price_3441,Engine_3441,License_3441,Dim_01_3441,Dim_02_3441,Dim_03_3441,Dim_04_3441,Dim_05_3441,Dim_06_3441,Dim_07_3441,Dim_08_3441,Dim_09_3441
3442,Saloon,550,2009,INSIGHT,Red,2021-10-18,102,Owner3442,price_3442,Engine_3442,License_3442,Dim_01_3442,Dim_02_3442,Dim_03_3442,Dim_04_3442,Dim_05_3442,Dim_06_3442,Dim_07_3442,Dim_08_3442,Dim_09_3442
3443,Hatchback,550,2007,CROSSROAD,White,2022-03-31,108,Owner3443,price_3443,Engine_3443,License_3443,Dim_01_3443,Dim_02_3443,Dim_03_3443,Dim_04_3443,Dim_05_3443,Dim_06_3443,Dim_07_3443,Dim_08_3443,Dim_09_3443
3444,Saloon,619,2018,COROLLA,Red,2022-04-04,102,Owner3444,price_3444,Engine_3444,License_3444,Dim_01_3444,Dim_02_3444,Dim_03_3444,Dim_04_3444,Dim_05_3444,Dim_06_3444,Dim_07_3444,Dim_08_3444,Dim_09_3444
3445,Stationwagon,619,2003,COROLLA,Silver,2022-03-23,102,Owner3445,price_3445,Engine_3445,License_3445,Dim_01_3445,Dim_02_3445,Dim_03_3445,Dim_04_3445,Dim_05_3445,Dim_06_3445,Dim_07_3445,Dim_08_3445,Dim_09_3445
3446,Hatchback,619,2013,AQUA,White,2021-12-30,115,Owner3446,price_3446,Engine_3446,License_3446,Dim_01_3446,Dim_02_3446,Dim_03_3446,Dim_04_3446,Dim_05_3446,Dim_06_3446,Dim_07_3446,Dim_08_3446,Dim_09_3446
3447,Hatchback,576,2005,AXELA,Blue,2021-12-02,102,Owner3447,price_3447,Engine_3447,License_3447,Dim_01_3447,Dim_02_3447,Dim_03_3447,Dim_04_3447,Dim_05_3447,Dim_06_3447,Dim_07_3447,Dim_08_3447,Dim_09_3447
3448,Stationwagon,610,2006,FORESTER,Silver,2022-01-14,102,Owner3448,price_3448,Engine_3448,License_3448,Dim_01_3448,Dim_02_3448,Dim_03_3448,Dim_04_3448,Dim_05_3448,Dim_06_3448,Dim_07_3448,Dim_08_3448,Dim_09_3448
3449,Utility,540,2005,COURIER,White,2022-01-22,104,Owner3449,price_3449,Engine_3449,License_3449,Dim_01_3449,Dim_02_3449,Dim_03_3449,Dim_04_3449,Dim_05_3449,Dim_06_3449,Dim_07_3449,Dim_08_3449,Dim_09_3449
3450,Hatchback,610,2005,FORESTER,Silver,2022-01-28,114,Owner3450,price_3450,Engine_3450,License_3450,Dim_01_3450,Dim_02_3450,Dim_03_3450,Dim_04_3450,Dim_05_3450,Dim_06_3450,Dim_07_3450,Dim_08_3450,Dim_09_3450
3451,Saloon,587,2005,BLUEBIRD,Black,2022-01-13,114,Owner3451,price_3451,Engine_3451,License_3451,Dim_01_3451,Dim_02_3451,Dim_03_3451,Dim_04_3451,Dim_05_3451,Dim_06_3451,Dim_07_3451,Dim_08_3451,Dim_09_3451
3452,Utility,587,2018,NAVARA,Orange,2021-12-21,102,Owner3452,price_3452,Engine_3452,License_3452,Dim_01_3452,Dim_02_3452,Dim_03_3452,Dim_04_3452,Dim_05_3452,Dim_06_3452,Dim_07_3452,Dim_08_3452,Dim_09_3452
3453,Utility,556,2019,D-MAX,White,2021-11-01,106,Owner3453,price_3453,Engine_3453,License_3453,Dim_01_3453,Dim_02_3453,Dim_03_3453,Dim_04_3453,Dim_05_3453,Dim_06_3453,Dim_07_3453,Dim_08_3453,Dim_09_3453
3454,Utility,540,2016,RANGER,White,2021-12-26,105,Owner3454,price_3454,Engine_3454,License_3454,Dim_01_3454,Dim_02_3454,Dim_03_3454,Dim_04_3454,Dim_05_3454,Dim_06_3454,Dim_07_3454,Dim_08_3454,Dim_09_3454
3455,Hatchback,587,2011,JUKE,Grey,2022-03-19,102,Owner3455,price_3455,Engine_3455,License_3455,Dim_01_3455,Dim_02_3455,Dim_03_3455,Dim_04_3455,Dim_05_3455,Dim_06_3455,Dim_07_3455,Dim_08_3455,Dim_09_3455
3456,Stationwagon,576,2009,PREMACY,Purple,2022-01-07,103,Owner3456,price_3456,Engine_3456,License_3456,Dim_01_3456,Dim_02_3456,Dim_03_3456,Dim_04_3456,Dim_05_3456,Dim_06_3456,Dim_07_3456,Dim_08_3456,Dim_09_3456
3457,Hatchback,610,2009,IMPREZA,Black,2022-02-06,102,Owner3457,price_3457,Engine_3457,License_3457,Dim_01_3457,Dim_02_3457,Dim_03_3457,Dim_04_3457,Dim_05_3457,Dim_06_3457,Dim_07_3457,Dim_08_3457,Dim_09_3457
3458,Hatchback,619,2007,BLADE,Silver,2022-03-25,102,Owner3458,price_3458,Engine_3458,License_3458,Dim_01_3458,Dim_02_3458,Dim_03_3458,Dim_04_3458,Dim_05_3458,Dim_06_3458,Dim_07_3458,Dim_08_3458,Dim_09_3458
3459,Stationwagon,580,2005,OUTLANDER,Silver,2021-12-15,115,Owner3459,price_3459,Engine_3459,License_3459,Dim_01_3459,Dim_02_3459,Dim_03_3459,Dim_04_3459,Dim_05_3459,Dim_06_3459,Dim_07_3459,Dim_08_3459,Dim_09_3459
3460,Utility,548,2003,RODEO 4X4,Silver,2021-11-01,102,Owner3460,price_3460,Engine_3460,License_3460,Dim_01_3460,Dim_02_3460,Dim_03_3460,Dim_04_3460,Dim_05_3460,Dim_06_3460,Dim_07_3460,Dim_08_3460,Dim_09_3460
3461,Stationwagon,580,2007,OUTLANDER,Silver,2022-02-18,105,Owner3461,price_3461,Engine_3461,License_3461,Dim_01_3461,Dim_02_3461,Dim_03_3461,Dim_04_3461,Dim_05_3461,Dim_06_3461,Dim_07_3461,Dim_08_3461,Dim_09_3461
3462,Stationwagon,634,2007,V50,Silver,2022-02-15,102,Owner3462,price_3462,Engine_3462,License_3462,Dim_01_3462,Dim_02_3462,Dim_03_3462,Dim_04_3462,Dim_05_3462,Dim_06_3462,Dim_07_3462,Dim_08_3462,Dim_09_3462
3463,Hatchback,507,2005,A3,Black,2022-02-26,103,Owner3463,price_3463,Engine_3463,License_3463,Dim_01_3463,Dim_02_3463,Dim_03_3463,Dim_04_3463,Dim_05_3463,Dim_06_3463,Dim_07_3463,Dim_08_3463,Dim_09_3463
3464,Hatchback,610,2010,IMPREZA,Silver,2022-03-07,103,Owner3464,price_3464,Engine_3464,License_3464,Dim_01_3464,Dim_02_3464,Dim_03_3464,Dim_04_3464,Dim_05_3464,Dim_06_3464,Dim_07_3464,Dim_08_3464,Dim_09_3464
3465,Hatchback,619,2006,COROLLA,Silver,2022-02-05,102,Owner3465,price_3465,Engine_3465,License_3465,Dim_01_3465,Dim_02_3465,Dim_03_3465,Dim_04_3465,Dim_05_3465,Dim_06_3465,Dim_07_3465,Dim_08_3465,Dim_09_3465
3466,Saloon,610,2000,IMPREZA,White,2022-01-30,102,Owner3466,price_3466,Engine_3466,License_3466,Dim_01_3466,Dim_02_3466,Dim_03_3466,Dim_04_3466,Dim_05_3466,Dim_06_3466,Dim_07_3466,Dim_08_3466,Dim_09_3466
3467,Saloon,512,2008,320I,Blue,2021-11-03,102,Owner3467,price_3467,Engine_3467,License_3467,Dim_01_3467,Dim_02_3467,Dim_03_3467,Dim_04_3467,Dim_05_3467,Dim_06_3467,Dim_07_3467,Dim_08_3467,Dim_09_3467
3468,Hatchback,619,2005,VITZ,Silver,2022-03-11,114,Owner3468,price_3468,Engine_3468,License_3468,Dim_01_3468,Dim_02_3468,Dim_03_3468,Dim_04_3468,Dim_05_3468,Dim_06_3468,Dim_07_3468,Dim_08_3468,Dim_09_3468
3469,Stationwagon,540,2006,TERRITORY,Silver,2021-11-15,114,Owner3469,price_3469,Engine_3469,License_3469,Dim_01_3469,Dim_02_3469,Dim_03_3469,Dim_04_3469,Dim_05_3469,Dim_06_3469,Dim_07_3469,Dim_08_3469,Dim_09_3469
3470,Hatchback,576,2005,DEMIO,Red,2022-04-05,102,Owner3470,price_3470,Engine_3470,License_3470,Dim_01_3470,Dim_02_3470,Dim_03_3470,Dim_04_3470,Dim_05_3470,Dim_06_3470,Dim_07_3470,Dim_08_3470,Dim_09_3470
